lon,lat,elv,elv
-78.514,-0.611,4.19575,4195.75
-78.514,-0.614,4.14939,4149.39
-78.514,-0.616,4.09295,4092.95
-78.514,-0.619,4.04893,4048.93
-78.514,-0.622,4.01668,4016.68
-78.514,-0.625,3.99632,3996.32
-78.514,-0.627,3.96613,3966.13
-78.514,-0.63,3.93608,3936.08
-78.514,-0.633,3.87872,3878.72
-78.514,-0.636,3.73598,3735.98
-78.514,-0.638,3.62202,3622.02
-78.514,-0.641,3.56617,3566.17
-78.514,-0.644,3.52515,3525.15
-78.514,-0.647,3.52812,3528.12
-78.514,-0.649,3.53173,3531.73
-78.514,-0.652,3.5396,3539.6
-78.514,-0.655,3.55368,3553.68
-78.514,-0.658,3.56955,3569.55
-78.514,-0.66,3.57378,3573.78
-78.514,-0.663,3.59087,3590.87
-78.514,-0.666,3.59632,3596.32
-78.514,-0.669,3.59031,3590.31
-78.514,-0.671,3.57598,3575.98
-78.514,-0.674,3.56089,3560.89
-78.514,-0.677,3.54953,3549.53
-78.514,-0.68,3.54318,3543.18
-78.514,-0.682,3.5421,3542.1
-78.514,-0.685,3.52809,3528.09
-78.514,-0.688,3.50633,3506.33
-78.514,-0.691,3.48881,3488.81
-78.514,-0.693,3.47673,3476.73
-78.514,-0.696,3.48732,3487.32
-78.514,-0.699,3.48226,3482.26
-78.514,-0.702,3.44596,3445.96
-78.514,-0.704,3.45654,3456.54
-78.514,-0.707,3.50466,3504.66
-78.514,-0.71,3.47516,3475.16
-78.514,-0.713,3.43896,3438.96
-78.514,-0.715,3.45786,3457.86
-78.514,-0.718,3.5065,3506.5
-78.514,-0.721,3.51532,3515.32
-78.514,-0.724,3.49919,3499.19
-78.514,-0.726,3.51793,3517.93
-78.514,-0.729,3.53336,3533.36
-78.514,-0.732,3.52512,3525.12
-78.514,-0.735,3.48316,3483.16
-78.514,-0.737,3.45124,3451.24
-78.514,-0.74,3.45221,3452.21
-78.514,-0.743,3.42322,3423.22
-78.514,-0.746,3.39866,3398.66
-78.514,-0.748,3.39029,3390.29
-78.514,-0.751,3.35645,3356.45
-78.514,-0.754,3.37868,3378.68
-78.514,-0.757,3.37362,3373.62
-78.514,-0.759,3.33027,3330.27
-78.514,-0.762,3.3833,3383.3
-78.514,-0.765,3.38458,3384.58
-78.514,-0.768,3.37513,3375.13
-78.514,-0.77,3.34381,3343.81
-78.514,-0.773,3.39631,3396.31
-78.514,-0.776,3.38663,3386.63
-78.514,-0.779,3.36962,3369.62
-78.514,-0.781,3.38313,3383.13
-78.514,-0.784,3.37094,3370.94
-78.514,-0.787,3.37151,3371.51
-78.514,-0.79,3.36147,3361.47
-78.514,-0.792,3.29042,3290.42
-78.514,-0.795,3.18889,3188.89
-78.514,-0.798,3.18675,3186.75
-78.514,-0.8,3.3074,3307.4
-78.514,-0.803,3.22568,3225.68
-78.514,-0.806,3.29654,3296.54
-78.514,-0.809,3.26073,3260.73
-78.514,-0.811,3.31998,3319.98
-78.514,-0.814,3.326,3326
-78.514,-0.817,3.33883,3338.83
-78.514,-0.82,3.35109,3351.09
-78.514,-0.822,3.36462,3364.62
-78.514,-0.825,3.33424,3334.24
-78.514,-0.828,3.18363,3183.63
-78.514,-0.831,3.28946,3289.46
-78.514,-0.833,3.36498,3364.98
-78.514,-0.836,3.35836,3358.36
-78.511,-0.559,4.00553,4005.53
-78.511,-0.562,4.0601,4060.1
-78.511,-0.564,4.0927,4092.7
-78.511,-0.567,4.18282,4182.82
-78.511,-0.57,4.26842,4268.42
-78.511,-0.573,4.24428,4244.28
-78.511,-0.575,4.22692,4226.92
-78.511,-0.578,4.2595,4259.5
-78.511,-0.581,4.19783,4197.83
-78.511,-0.584,4.17495,4174.95
-78.511,-0.586,4.27458,4274.58
-78.511,-0.589,4.40137,4401.37
-78.511,-0.592,4.53051,4530.51
-78.511,-0.595,4.49295,4492.95
-78.511,-0.597,4.35209,4352.09
-78.511,-0.6,4.18933,4189.33
-78.511,-0.603,4.08415,4084.15
-78.511,-0.605,4.05593,4055.93
-78.511,-0.608,4.04578,4045.78
-78.511,-0.611,4.08097,4080.97
-78.511,-0.614,4.11197,4111.97
-78.511,-0.616,4.09006,4090.06
-78.511,-0.619,4.05052,4050.52
-78.511,-0.622,3.99962,3999.62
-78.511,-0.625,3.96951,3969.51
-78.511,-0.627,3.96613,3966.13
-78.511,-0.63,3.94182,3941.82
-78.511,-0.633,3.85161,3851.61
-78.511,-0.636,3.72352,3723.52
-78.511,-0.638,3.63251,3632.51
-78.511,-0.641,3.56642,3566.42
-78.511,-0.644,3.54678,3546.78
-78.511,-0.647,3.5565,3556.5
-78.511,-0.649,3.55462,3554.62
-78.511,-0.652,3.55333,3553.33
-78.511,-0.655,3.56923,3569.23
-78.511,-0.658,3.58849,3588.49
-78.511,-0.66,3.59678,3596.78
-78.511,-0.663,3.60372,3603.72
-78.511,-0.666,3.62255,3622.55
-78.511,-0.669,3.62604,3626.04
-78.511,-0.671,3.61191,3611.91
-78.511,-0.674,3.59115,3591.15
-78.511,-0.677,3.57232,3572.32
-78.511,-0.68,3.57347,3573.47
-78.511,-0.682,3.56879,3568.79
-78.511,-0.685,3.56018,3560.18
-78.511,-0.688,3.53412,3534.12
-78.511,-0.691,3.51601,3516.01
-78.511,-0.693,3.515,3515
-78.511,-0.696,3.54092,3540.92
-78.511,-0.699,3.53812,3538.12
-78.511,-0.702,3.48577,3485.77
-78.511,-0.704,3.48809,3488.09
-78.511,-0.707,3.5063,3506.3
-78.511,-0.71,3.47951,3479.51
-78.511,-0.713,3.47925,3479.25
-78.511,-0.715,3.50169,3501.69
-78.511,-0.718,3.53028,3530.28
-78.511,-0.721,3.53259,3532.59
-78.511,-0.724,3.52258,3522.58
-78.511,-0.726,3.54602,3546.02
-78.511,-0.729,3.54466,3544.66
-78.511,-0.732,3.50867,3508.67
-78.511,-0.735,3.48652,3486.52
-78.511,-0.737,3.47432,3474.32
-78.511,-0.74,3.45146,3451.46
-78.511,-0.743,3.4407,3440.7
-78.511,-0.746,3.42159,3421.59
-78.511,-0.748,3.39916,3399.16
-78.511,-0.751,3.37337,3373.37
-78.511,-0.754,3.39426,3394.26
-78.511,-0.757,3.38332,3383.32
-78.511,-0.759,3.36111,3361.11
-78.511,-0.762,3.37234,3372.34
-78.511,-0.765,3.39806,3398.06
-78.511,-0.768,3.36563,3365.63
-78.511,-0.77,3.37234,3372.34
-78.511,-0.773,3.40796,3407.96
-78.511,-0.776,3.40172,3401.72
-78.511,-0.779,3.38118,3381.18
-78.511,-0.781,3.38992,3389.92
-78.511,-0.784,3.36576,3365.76
-78.511,-0.787,3.37926,3379.26
-78.511,-0.79,3.29097,3290.97
-78.511,-0.792,3.18886,3188.86
-78.511,-0.795,3.20259,3202.59
-78.511,-0.798,3.21811,3218.11
-78.511,-0.8,3.33613,3336.13
-78.511,-0.803,3.24098,3240.98
-78.511,-0.806,3.25261,3252.61
-78.511,-0.809,3.29531,3295.31
-78.511,-0.811,3.31188,3311.88
-78.511,-0.814,3.37597,3375.97
-78.511,-0.817,3.37035,3370.35
-78.511,-0.82,3.37534,3375.34
-78.511,-0.822,3.39559,3395.59
-78.511,-0.825,3.34954,3349.54
-78.511,-0.828,3.20174,3201.74
-78.511,-0.831,3.30275,3302.75
-78.511,-0.833,3.37499,3374.99
-78.511,-0.836,3.37944,3379.44
-78.509,-0.559,3.99843,3998.43
-78.509,-0.562,4.06647,4066.47
-78.509,-0.564,4.13605,4136.05
-78.509,-0.567,4.17777,4177.77
-78.509,-0.57,4.12193,4121.93
-78.509,-0.573,4.06153,4061.53
-78.509,-0.575,4.13231,4132.31
-78.509,-0.578,4.27718,4277.18
-78.509,-0.581,4.40349,4403.49
-78.509,-0.584,4.41127,4411.27
-78.509,-0.586,4.42643,4426.43
-78.509,-0.589,4.51805,4518.05
-78.509,-0.592,4.41719,4417.19
-78.509,-0.595,4.29229,4292.29
-78.509,-0.597,4.27489,4274.89
-78.509,-0.6,4.26698,4266.98
-78.509,-0.603,4.16824,4168.24
-78.509,-0.605,4.12015,4120.15
-78.509,-0.608,4.06865,4068.65
-78.509,-0.611,4.02354,4023.54
-78.509,-0.614,4.01283,4012.83
-78.509,-0.616,4.04183,4041.83
-78.509,-0.619,4.04476,4044.76
-78.509,-0.622,4.00617,4006.17
-78.509,-0.625,3.95316,3953.16
-78.509,-0.627,3.89235,3892.35
-78.509,-0.63,3.84237,3842.37
-78.509,-0.633,3.78658,3786.58
-78.509,-0.636,3.70166,3701.66
-78.509,-0.638,3.61633,3616.33
-78.509,-0.641,3.56432,3564.32
-78.509,-0.644,3.57059,3570.59
-78.509,-0.647,3.57978,3579.78
-78.509,-0.649,3.57613,3576.13
-78.509,-0.652,3.57688,3576.88
-78.509,-0.655,3.58433,3584.33
-78.509,-0.658,3.60206,3602.06
-78.509,-0.66,3.61647,3616.47
-78.509,-0.663,3.6198,3619.8
-78.509,-0.666,3.64041,3640.41
-78.509,-0.669,3.65243,3652.43
-78.509,-0.671,3.64198,3641.98
-78.509,-0.674,3.63102,3631.02
-78.509,-0.677,3.61192,3611.92
-78.509,-0.68,3.60305,3603.05
-78.509,-0.682,3.60541,3605.41
-78.509,-0.685,3.61847,3618.47
-78.509,-0.688,3.59319,3593.19
-78.509,-0.691,3.55885,3558.85
-78.509,-0.693,3.56467,3564.67
-78.509,-0.696,3.58211,3582.11
-78.509,-0.699,3.58565,3585.65
-78.509,-0.702,3.57224,3572.24
-78.509,-0.704,3.54391,3543.91
-78.509,-0.707,3.51193,3511.93
-78.509,-0.71,3.50966,3509.66
-78.509,-0.713,3.50864,3508.64
-78.509,-0.715,3.54296,3542.96
-78.509,-0.718,3.5511,3551.1
-78.509,-0.721,3.543,3543
-78.509,-0.724,3.53359,3533.59
-78.509,-0.726,3.55411,3554.11
-78.509,-0.729,3.54062,3540.62
-78.509,-0.732,3.50926,3509.26
-78.509,-0.735,3.51766,3517.66
-78.509,-0.737,3.48312,3483.12
-78.509,-0.74,3.47623,3476.23
-78.509,-0.743,3.45238,3452.38
-78.509,-0.746,3.41421,3414.21
-78.509,-0.748,3.40116,3401.16
-78.509,-0.751,3.38818,3388.18
-78.509,-0.754,3.40446,3404.46
-78.509,-0.757,3.40125,3401.25
-78.509,-0.759,3.39513,3395.13
-78.509,-0.762,3.3636,3363.6
-78.509,-0.765,3.39465,3394.65
-78.509,-0.768,3.40607,3406.07
-78.509,-0.77,3.36352,3363.52
-78.509,-0.773,3.41542,3415.42
-78.509,-0.776,3.40859,3408.59
-78.509,-0.779,3.39276,3392.76
-78.509,-0.781,3.39561,3395.61
-78.509,-0.784,3.3129,3312.9
-78.509,-0.787,3.27629,3276.29
-78.509,-0.79,3.20624,3206.24
-78.509,-0.792,3.2013,3201.3
-78.509,-0.795,3.29148,3291.48
-78.509,-0.798,3.25361,3253.61
-78.509,-0.8,3.31724,3317.24
-78.509,-0.803,3.25694,3256.94
-78.509,-0.806,3.29013,3290.13
-78.509,-0.809,3.33302,3333.02
-78.509,-0.811,3.32361,3323.61
-78.509,-0.814,3.40991,3409.91
-78.509,-0.817,3.4,3400
-78.509,-0.82,3.40156,3401.56
-78.509,-0.822,3.4111,3411.1
-78.509,-0.825,3.30493,3304.93
-78.509,-0.828,3.24486,3244.86
-78.509,-0.831,3.35163,3351.63
-78.509,-0.833,3.3781,3378.1
-78.509,-0.836,3.40235,3402.35
-78.506,-0.559,4.01431,4014.31
-78.506,-0.562,4.09112,4091.12
-78.506,-0.564,4.11365,4113.65
-78.506,-0.567,4.04221,4042.21
-78.506,-0.57,3.99121,3991.21
-78.506,-0.573,4.01528,4015.28
-78.506,-0.575,4.14651,4146.51
-78.506,-0.578,4.37471,4374.71
-78.506,-0.581,4.55998,4559.98
-78.506,-0.584,4.52156,4521.56
-78.506,-0.586,4.45089,4450.89
-78.506,-0.589,4.45374,4453.74
-78.506,-0.592,4.33891,4338.91
-78.506,-0.595,4.15815,4158.15
-78.506,-0.597,4.11129,4111.29
-78.506,-0.6,4.17723,4177.23
-78.506,-0.603,4.19633,4196.33
-78.506,-0.605,4.15099,4150.99
-78.506,-0.608,4.10922,4109.22
-78.506,-0.611,4.06908,4069.08
-78.506,-0.614,4.0172,4017.2
-78.506,-0.616,3.9677,3967.7
-78.506,-0.619,3.96974,3969.74
-78.506,-0.622,3.98468,3984.68
-78.506,-0.625,3.98847,3988.47
-78.506,-0.627,3.93366,3933.66
-78.506,-0.63,3.84777,3847.77
-78.506,-0.633,3.76116,3761.16
-78.506,-0.636,3.6849,3684.9
-78.506,-0.638,3.61852,3618.52
-78.506,-0.641,3.59099,3590.99
-78.506,-0.644,3.58378,3583.78
-78.506,-0.647,3.59957,3599.57
-78.506,-0.649,3.60016,3600.16
-78.506,-0.652,3.60285,3602.85
-78.506,-0.655,3.60703,3607.03
-78.506,-0.658,3.61892,3618.92
-78.506,-0.66,3.63613,3636.13
-78.506,-0.663,3.6441,3644.1
-78.506,-0.666,3.65657,3656.57
-78.506,-0.669,3.67731,3677.31
-78.506,-0.671,3.66993,3669.93
-78.506,-0.674,3.6751,3675.1
-78.506,-0.677,3.65729,3657.29
-78.506,-0.68,3.63638,3636.38
-78.506,-0.682,3.69771,3697.71
-78.506,-0.685,3.76126,3761.26
-78.506,-0.688,3.70666,3706.66
-78.506,-0.691,3.63715,3637.15
-78.506,-0.693,3.61362,3613.62
-78.506,-0.696,3.62757,3627.57
-78.506,-0.699,3.62962,3629.62
-78.506,-0.702,3.62619,3626.19
-78.506,-0.704,3.56866,3568.66
-78.506,-0.707,3.54732,3547.32
-78.506,-0.71,3.53287,3532.87
-78.506,-0.713,3.52852,3528.52
-78.506,-0.715,3.55849,3558.49
-78.506,-0.718,3.55953,3559.53
-78.506,-0.721,3.54287,3542.87
-78.506,-0.724,3.5477,3547.7
-78.506,-0.726,3.56269,3562.69
-78.506,-0.729,3.54927,3549.27
-78.506,-0.732,3.53347,3533.47
-78.506,-0.735,3.53702,3537.02
-78.506,-0.737,3.49843,3498.43
-78.506,-0.74,3.46512,3465.12
-78.506,-0.743,3.4351,3435.1
-78.506,-0.746,3.4311,3431.1
-78.506,-0.748,3.41783,3417.83
-78.506,-0.751,3.40547,3405.47
-78.506,-0.754,3.42141,3421.41
-78.506,-0.757,3.41993,3419.93
-78.506,-0.759,3.41145,3411.45
-78.506,-0.762,3.37492,3374.92
-78.506,-0.765,3.40287,3402.87
-78.506,-0.768,3.41897,3418.97
-78.506,-0.77,3.39078,3390.78
-78.506,-0.773,3.39626,3396.26
-78.506,-0.776,3.42704,3427.04
-78.506,-0.779,3.41614,3416.14
-78.506,-0.781,3.40315,3403.15
-78.506,-0.784,3.2763,3276.3
-78.506,-0.787,3.2136,3213.6
-78.506,-0.79,3.2743,3274.3
-78.506,-0.792,3.30985,3309.85
-78.506,-0.795,3.28798,3287.98
-78.506,-0.798,3.28077,3280.77
-78.506,-0.8,3.30731,3307.31
-78.506,-0.803,3.29062,3290.62
-78.506,-0.806,3.31821,3318.21
-78.506,-0.809,3.36389,3363.89
-78.506,-0.811,3.35237,3352.37
-78.506,-0.814,3.42266,3422.66
-78.506,-0.817,3.42082,3420.82
-78.506,-0.82,3.42936,3429.36
-78.506,-0.822,3.4132,3413.2
-78.506,-0.825,3.263,3263
-78.506,-0.828,3.32292,3322.92
-78.506,-0.831,3.37191,3371.91
-78.506,-0.833,3.39031,3390.31
-78.506,-0.836,3.40928,3409.28
-78.503,-0.559,4.02591,4025.91
-78.503,-0.562,4.02576,4025.76
-78.503,-0.564,3.96508,3965.08
-78.503,-0.567,3.95023,3950.23
-78.503,-0.57,4.00999,4009.99
-78.503,-0.573,4.12675,4126.75
-78.503,-0.575,4.25269,4252.69
-78.503,-0.578,4.38258,4382.58
-78.503,-0.581,4.43247,4432.47
-78.503,-0.584,4.3694,4369.4
-78.503,-0.586,4.30537,4305.37
-78.503,-0.589,4.30571,4305.71
-78.503,-0.592,4.29418,4294.18
-78.503,-0.595,4.14107,4141.07
-78.503,-0.597,4.05835,4058.35
-78.503,-0.6,4.07249,4072.49
-78.503,-0.603,4.14664,4146.64
-78.503,-0.605,4.19825,4198.25
-78.503,-0.608,4.17604,4176.04
-78.503,-0.611,4.10986,4109.86
-78.503,-0.614,4.0459,4045.9
-78.503,-0.616,3.99305,3993.05
-78.503,-0.619,3.93101,3931.01
-78.503,-0.622,3.89875,3898.75
-78.503,-0.625,3.92271,3922.71
-78.503,-0.627,3.9424,3942.4
-78.503,-0.63,3.89146,3891.46
-78.503,-0.633,3.81404,3814.04
-78.503,-0.636,3.71882,3718.82
-78.503,-0.638,3.64731,3647.31
-78.503,-0.641,3.61661,3616.61
-78.503,-0.644,3.60216,3602.16
-78.503,-0.647,3.623,3623
-78.503,-0.649,3.62324,3623.24
-78.503,-0.652,3.62558,3625.58
-78.503,-0.655,3.63067,3630.67
-78.503,-0.658,3.63977,3639.77
-78.503,-0.66,3.65838,3658.38
-78.503,-0.663,3.67167,3671.67
-78.503,-0.666,3.68536,3685.36
-78.503,-0.669,3.70614,3706.14
-78.503,-0.671,3.70369,3703.69
-78.503,-0.674,3.70802,3708.02
-78.503,-0.677,3.6936,3693.6
-78.503,-0.68,3.68616,3686.16
-78.503,-0.682,3.7108,3710.8
-78.503,-0.685,3.77935,3779.35
-78.503,-0.688,3.77334,3773.34
-78.503,-0.691,3.70309,3703.09
-78.503,-0.693,3.6652,3665.2
-78.503,-0.696,3.68659,3686.59
-78.503,-0.699,3.68443,3684.43
-78.503,-0.702,3.65539,3655.39
-78.503,-0.704,3.59851,3598.51
-78.503,-0.707,3.57454,3574.54
-78.503,-0.71,3.56489,3564.89
-78.503,-0.713,3.55176,3551.76
-78.503,-0.715,3.56644,3566.44
-78.503,-0.718,3.566,3566
-78.503,-0.721,3.55163,3551.63
-78.503,-0.724,3.55966,3559.66
-78.503,-0.726,3.5722,3572.2
-78.503,-0.729,3.55704,3557.04
-78.503,-0.732,3.55287,3552.87
-78.503,-0.735,3.52287,3522.87
-78.503,-0.737,3.47276,3472.76
-78.503,-0.74,3.45759,3457.59
-78.503,-0.743,3.46515,3465.15
-78.503,-0.746,3.46263,3462.63
-78.503,-0.748,3.43373,3433.73
-78.503,-0.751,3.43388,3433.88
-78.503,-0.754,3.4402,3440.2
-78.503,-0.757,3.43064,3430.64
-78.503,-0.759,3.42347,3423.47
-78.503,-0.762,3.38396,3383.96
-78.503,-0.765,3.43178,3431.78
-78.503,-0.768,3.43454,3434.54
-78.503,-0.77,3.42838,3428.38
-78.503,-0.773,3.40193,3401.93
-78.503,-0.776,3.44449,3444.49
-78.503,-0.779,3.43578,3435.78
-78.503,-0.781,3.4173,3417.3
-78.503,-0.784,3.29084,3290.84
-78.503,-0.787,3.23584,3235.84
-78.503,-0.79,3.36795,3367.95
-78.503,-0.792,3.42309,3423.09
-78.503,-0.795,3.31823,3318.23
-78.503,-0.798,3.30459,3304.59
-78.503,-0.8,3.33426,3334.26
-78.503,-0.803,3.35288,3352.88
-78.503,-0.806,3.35897,3358.97
-78.503,-0.809,3.39137,3391.37
-78.503,-0.811,3.39505,3395.05
-78.503,-0.814,3.43307,3433.07
-78.503,-0.817,3.44682,3446.82
-78.503,-0.82,3.44735,3447.35
-78.503,-0.822,3.40493,3404.93
-78.503,-0.825,3.28436,3284.36
-78.503,-0.828,3.36176,3361.76
-78.503,-0.831,3.4072,3407.2
-78.503,-0.833,3.41875,3418.75
-78.503,-0.836,3.42647,3426.47
-78.5,-0.559,3.97149,3971.49
-78.5,-0.562,3.9157,3915.7
-78.5,-0.564,3.95074,3950.74
-78.5,-0.567,4.02174,4021.74
-78.5,-0.57,4.13265,4132.65
-78.5,-0.573,4.16444,4164.44
-78.5,-0.575,4.22318,4223.18
-78.5,-0.578,4.21188,4211.88
-78.5,-0.581,4.25618,4256.18
-78.5,-0.584,4.23161,4231.61
-78.5,-0.586,4.12936,4129.36
-78.5,-0.589,4.14943,4149.43
-78.5,-0.592,4.23171,4231.71
-78.5,-0.595,4.16158,4161.58
-78.5,-0.597,4.07357,4073.57
-78.5,-0.6,4.04486,4044.86
-78.5,-0.603,4.04057,4040.57
-78.5,-0.605,4.09314,4093.14
-78.5,-0.608,4.15134,4151.34
-78.5,-0.611,4.1438,4143.8
-78.5,-0.614,4.09601,4096.01
-78.5,-0.616,4.02897,4028.97
-78.5,-0.619,3.97861,3978.61
-78.5,-0.622,3.91274,3912.74
-78.5,-0.625,3.84678,3846.78
-78.5,-0.627,3.86543,3865.43
-78.5,-0.63,3.87402,3874.02
-78.5,-0.633,3.80424,3804.24
-78.5,-0.636,3.72376,3723.76
-78.5,-0.638,3.66461,3664.61
-78.5,-0.641,3.643,3643
-78.5,-0.644,3.6232,3623.2
-78.5,-0.647,3.64071,3640.71
-78.5,-0.649,3.64512,3645.12
-78.5,-0.652,3.6456,3645.6
-78.5,-0.655,3.65774,3657.74
-78.5,-0.658,3.66665,3666.65
-78.5,-0.66,3.687,3687
-78.5,-0.663,3.69761,3697.61
-78.5,-0.666,3.72015,3720.15
-78.5,-0.669,3.73479,3734.79
-78.5,-0.671,3.73757,3737.57
-78.5,-0.674,3.7437,3743.7
-78.5,-0.677,3.73154,3731.54
-78.5,-0.68,3.72619,3726.19
-78.5,-0.682,3.76188,3761.88
-78.5,-0.685,3.759,3759
-78.5,-0.688,3.78807,3788.07
-78.5,-0.691,3.75832,3758.32
-78.5,-0.693,3.73422,3734.22
-78.5,-0.696,3.7359,3735.9
-78.5,-0.699,3.71442,3714.42
-78.5,-0.702,3.66657,3666.57
-78.5,-0.704,3.61597,3615.97
-78.5,-0.707,3.60522,3605.22
-78.5,-0.71,3.59422,3594.22
-78.5,-0.713,3.59132,3591.32
-78.5,-0.715,3.60553,3605.53
-78.5,-0.718,3.60082,3600.82
-78.5,-0.721,3.57271,3572.71
-78.5,-0.724,3.57362,3573.62
-78.5,-0.726,3.59832,3598.32
-78.5,-0.729,3.5639,3563.9
-78.5,-0.732,3.54135,3541.35
-78.5,-0.735,3.50578,3505.78
-78.5,-0.737,3.4733,3473.3
-78.5,-0.74,3.49982,3499.82
-78.5,-0.743,3.5001,3500.1
-78.5,-0.746,3.46953,3469.53
-78.5,-0.748,3.46199,3461.99
-78.5,-0.751,3.48081,3480.81
-78.5,-0.754,3.477,3477
-78.5,-0.757,3.44518,3445.18
-78.5,-0.759,3.44079,3440.79
-78.5,-0.762,3.40674,3406.74
-78.5,-0.765,3.44743,3447.43
-78.5,-0.768,3.45167,3451.67
-78.5,-0.77,3.42566,3425.66
-78.5,-0.773,3.41938,3419.38
-78.5,-0.776,3.45584,3455.84
-78.5,-0.779,3.45475,3454.75
-78.5,-0.781,3.44651,3446.51
-78.5,-0.784,3.31733,3317.33
-78.5,-0.787,3.24201,3242.01
-78.5,-0.79,3.34078,3340.78
-78.5,-0.792,3.44092,3440.92
-78.5,-0.795,3.35631,3356.31
-78.5,-0.798,3.35571,3355.71
-78.5,-0.8,3.38628,3386.28
-78.5,-0.803,3.37019,3370.19
-78.5,-0.806,3.42913,3429.13
-78.5,-0.809,3.43277,3432.77
-78.5,-0.811,3.39931,3399.31
-78.5,-0.814,3.45677,3456.77
-78.5,-0.817,3.47032,3470.32
-78.5,-0.82,3.44385,3443.85
-78.5,-0.822,3.33611,3336.11
-78.5,-0.825,3.3223,3322.3
-78.5,-0.828,3.38829,3388.29
-78.5,-0.831,3.41501,3415.01
-78.5,-0.833,3.44957,3449.57
-78.5,-0.836,3.44669,3446.69
-78.498,-0.559,3.86255,3862.55
-78.498,-0.562,3.91491,3914.91
-78.498,-0.564,4.02346,4023.46
-78.498,-0.567,4.09768,4097.68
-78.498,-0.57,4.10257,4102.57
-78.498,-0.573,4.03475,4034.75
-78.498,-0.575,4.07754,4077.54
-78.498,-0.578,4.06102,4061.02
-78.498,-0.581,4.11638,4116.38
-78.498,-0.584,4.17988,4179.88
-78.498,-0.586,4.07659,4076.59
-78.498,-0.589,4.05572,4055.72
-78.498,-0.592,4.12604,4126.04
-78.498,-0.595,4.18229,4182.29
-78.498,-0.597,4.12653,4126.53
-78.498,-0.6,4.0905,4090.5
-78.498,-0.603,4.0538,4053.8
-78.498,-0.605,4.02827,4028.27
-78.498,-0.608,4.055,4055
-78.498,-0.611,4.07964,4079.64
-78.498,-0.614,4.04563,4045.63
-78.498,-0.616,4.01909,4019.09
-78.498,-0.619,4.01702,4017.02
-78.498,-0.622,3.98444,3984.44
-78.498,-0.625,3.90801,3908.01
-78.498,-0.627,3.8313,3831.3
-78.498,-0.63,3.79457,3794.57
-78.498,-0.633,3.7648,3764.8
-78.498,-0.636,3.71294,3712.94
-78.498,-0.638,3.68418,3684.18
-78.498,-0.641,3.67173,3671.73
-78.498,-0.644,3.65236,3652.36
-78.498,-0.647,3.66062,3660.62
-78.498,-0.649,3.66911,3669.11
-78.498,-0.652,3.67849,3678.49
-78.498,-0.655,3.67615,3676.15
-78.498,-0.658,3.68995,3689.95
-78.498,-0.66,3.70732,3707.32
-78.498,-0.663,3.72635,3726.35
-78.498,-0.666,3.74748,3747.48
-78.498,-0.669,3.77121,3771.21
-78.498,-0.671,3.77386,3773.86
-78.498,-0.674,3.78208,3782.08
-78.498,-0.677,3.77302,3773.02
-78.498,-0.68,3.76645,3766.45
-78.498,-0.682,3.78462,3784.62
-78.498,-0.685,3.79539,3795.39
-78.498,-0.688,3.7997,3799.7
-78.498,-0.691,3.80892,3808.92
-78.498,-0.693,3.79393,3793.93
-78.498,-0.696,3.77397,3773.97
-78.498,-0.699,3.75919,3759.19
-78.498,-0.702,3.68824,3688.24
-78.498,-0.704,3.64586,3645.86
-78.498,-0.707,3.64723,3647.23
-78.498,-0.71,3.63508,3635.08
-78.498,-0.713,3.64603,3646.03
-78.498,-0.715,3.67227,3672.27
-78.498,-0.718,3.66106,3661.06
-78.498,-0.721,3.61192,3611.92
-78.498,-0.724,3.59664,3596.64
-78.498,-0.726,3.59566,3595.66
-78.498,-0.729,3.57797,3577.97
-78.498,-0.732,3.56825,3568.25
-78.498,-0.735,3.5198,3519.8
-78.498,-0.737,3.49521,3495.21
-78.498,-0.74,3.51639,3516.39
-78.498,-0.743,3.50675,3506.75
-78.498,-0.746,3.49144,3491.44
-78.498,-0.748,3.50446,3504.46
-78.498,-0.751,3.538,3538
-78.498,-0.754,3.50628,3506.28
-78.498,-0.757,3.46661,3466.61
-78.498,-0.759,3.46509,3465.09
-78.498,-0.762,3.42089,3420.89
-78.498,-0.765,3.46946,3469.46
-78.498,-0.768,3.46262,3462.62
-78.498,-0.77,3.43583,3435.83
-78.498,-0.773,3.45921,3459.21
-78.498,-0.776,3.46661,3466.61
-78.498,-0.779,3.47266,3472.66
-78.498,-0.781,3.412,3412
-78.498,-0.784,3.3283,3328.3
-78.498,-0.787,3.26732,3267.32
-78.498,-0.79,3.27096,3270.96
-78.498,-0.792,3.41684,3416.84
-78.498,-0.795,3.40916,3409.16
-78.498,-0.798,3.41392,3413.92
-78.498,-0.8,3.42238,3422.38
-78.498,-0.803,3.36118,3361.18
-78.498,-0.806,3.46654,3466.54
-78.498,-0.809,3.45288,3452.88
-78.498,-0.811,3.41756,3417.56
-78.498,-0.814,3.47648,3476.48
-78.498,-0.817,3.48097,3480.97
-78.498,-0.82,3.44573,3445.73
-78.498,-0.822,3.34423,3344.23
-78.498,-0.825,3.42827,3428.27
-78.498,-0.828,3.43295,3432.95
-78.498,-0.831,3.43764,3437.64
-78.498,-0.833,3.46855,3468.55
-78.498,-0.836,3.46108,3461.08
-78.495,-0.559,3.89583,3895.83
-78.495,-0.562,3.96428,3964.28
-78.495,-0.564,4.05429,4054.29
-78.495,-0.567,4.05393,4053.93
-78.495,-0.57,3.98759,3987.59
-78.495,-0.573,3.9791,3979.1
